Entrez Gene IDA	Symbol A	Entrez Gene IDB	Symbol B	pmid/DOI
9412	MED21	26258	BLOC1S6	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9412	MED21	79027	ZNF655	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9412	MED21	284297	SSC5D	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9413	FAM189A2	10241	CALCOCO2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9413	FAM189A2	10254	STAM2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9413	FAM189A2	11059	WWP1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9413	FAM189A2	11060	WWP2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9413	FAM189A2	29979	UBQLN1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9413	FAM189A2	51035	UBXN1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9422	ZNF264	81565	NDEL1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9422	ZNF264	90933	TRIM41	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9422	ZNF264	386676	KRTAP10-9	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9422	ZNF264	386677	KRTAP10-1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9422	ZNF264	386680	KRTAP10-5	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9422	ZNF264	386682	KRTAP10-3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9443	MED7	115106	HAUS1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9444	QKI	11030	RBPMS	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9444	QKI	54033	RBM11	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9444	QKI	64859	NABP1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9444	QKI	92906	HNRNPLL	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9445	ITM2B	147872	CCDC155	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9445	ITM2B	163183	SYNE4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9445	ITM2B	254827	NAALADL2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9447	AIM2	10513	APPBP2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9453	GGPS1	9453	GGPS1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9454	HOMER3	9454	HOMER3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9454	HOMER3	9456	HOMER1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9454	HOMER3	9883	POM121	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9454	HOMER3	10152	ABI2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9454	HOMER3	10529	NEBL	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9454	HOMER3	85403	EAF1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9454	HOMER3	170954	PPP1R18	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9455	HOMER2	10193	RNF41	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9455	HOMER2	84445	LZTS2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9456	HOMER1	79098	C1orf116	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9456	HOMER1	79173	C19orf57	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9462	RASAL2	83878	USHBP1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9465	AKAP7	53340	SPA17	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9465	AKAP7	54763	ROPN1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9465	AKAP7	79959	CEP76	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9470	EIF4E2	9500	MAGED1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9470	EIF4E2	9911	TMCC2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9470	EIF4E2	10253	SPRY2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9470	EIF4E2	10615	SPAG5	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9470	EIF4E2	22924	MAPRE3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9470	EIF4E2	51421	AMOTL2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9470	EIF4E2	54507	ADAMTSL4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9470	EIF4E2	54550	NECAB2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9470	EIF4E2	57159	TRIM54	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9470	EIF4E2	57594	HOMEZ	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9470	EIF4E2	63978	PRDM14	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9470	EIF4E2	64170	CARD9	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9470	EIF4E2	83878	USHBP1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9470	EIF4E2	84445	LZTS2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9470	EIF4E2	91544	UBXN11	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9470	EIF4E2	125115	KRT40	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9470	EIF4E2	145282	MIPOL1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9470	EIF4E2	159195	USP54	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9470	EIF4E2	220082	SPERT	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9470	EIF4E2	221504	ZBTB9	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9470	EIF4E2	386676	KRTAP10-9	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9470	EIF4E2	386680	KRTAP10-5	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9470	EIF4E2	386681	KRTAP10-8	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9470	EIF4E2	388677	NOTCH2NL	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9473	THEMIS2	388677	NOTCH2NL	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9474	ATG5	9817	KEAP1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9474	ATG5	54535	CCHCR1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9474	ATG5	150483	TEKT4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9477	MED20	54797	MED18	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9491	PSMF1	25793	FBXO7	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9499	MYOT	29922	NME7	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9500	MAGED1	9500	MAGED1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9500	MAGED1	9531	BAG3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9500	MAGED1	10142	AKAP9	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9500	MAGED1	10342	TFG	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9500	MAGED1	11030	RBPMS	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9500	MAGED1	23543	RBFOX2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9500	MAGED1	55147	RBM23	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9500	MAGED1	64744	SMAP2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9500	MAGED1	64927	TTC23	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9500	MAGED1	80125	CCDC33	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9500	MAGED1	84528	RHOXF2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9500	MAGED1	84970	C1orf94	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9500	MAGED1	112401	BIRC8	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9500	MAGED1	118738	ZNF488	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9500	MAGED1	130502	TTC32	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9500	MAGED1	337972	KRTAP19-5	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9501	RPH3AL	11043	MID2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9502	XAGE2	64395	GMCL1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9502	XAGE2	64396	GMCL1P1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9503	XAGE1D	10138	YAF2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9503	XAGE1D	26040	SETBP1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9503	XAGE1D	54971	BANP	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9513	FXR2	9513	FXR2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9513	FXR2	9883	POM121	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9513	FXR2	10933	MORF4L1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9513	FXR2	29994	BAZ2B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9513	FXR2	51265	CDKL3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9513	FXR2	54623	PAF1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9513	FXR2	55138	FAM90A1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9513	FXR2	55165	CEP55	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9513	FXR2	55633	TBC1D22B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9513	FXR2	60491	NIF3L1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9513	FXR2	79169	C1orf35	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9513	FXR2	79618	HMBOX1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9513	FXR2	80817	CEP44	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9513	FXR2	84106	PRAM1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9513	FXR2	84545	MRPL43	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9513	FXR2	94121	SYTL4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9513	FXR2	148281	SYT6	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9513	FXR2	153527	ZMAT2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9513	FXR2	375056	MIA3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9513	FXR2	414157	C10orf62	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9516	LITAF	9531	BAG3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9516	LITAF	10241	CALCOCO2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9516	LITAF	10254	STAM2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9516	LITAF	29979	UBQLN1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9516	LITAF	92840	REEP6	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9521	EEF1E1	10241	CALCOCO2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9521	EEF1E1	26151	NAT9	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9522	SCAMP1	54906	FAM208B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9522	SCAMP1	83637	ZMIZ2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9522	SCAMP1	140258	KRTAP13-1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9524	TECR	201562	PTPLB	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9525	VPS4B	51510	CHMP5	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9525	VPS4B	84936	ZFYVE19	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9529	BAG5	54971	BANP	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9529	BAG5	55145	THAP1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9529	BAG5	79607	FAM118B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9529	BAG5	147872	CCDC155	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9531	BAG3	9802	DAZAP2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9531	BAG3	10262	SF3B4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9531	BAG3	57561	ARRDC3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9532	BAG2	9532	BAG2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9533	POLR1C	22806	IKZF3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9533	POLR1C	51082	POLR1D	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9533	POLR1C	51562	MBIP	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9533	POLR1C	54906	FAM208B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9533	POLR1C	55012	PPP2R3C	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9533	POLR1C	79444	BIRC7	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9533	POLR1C	80125	CCDC33	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9533	POLR1C	81628	TSC22D4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9533	POLR1C	84126	ATRIP	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9533	POLR1C	84445	LZTS2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9533	POLR1C	85376	RIMBP3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9533	POLR1C	158297	FAM154A	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9533	POLR1C	284252	KCTD1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9533	POLR1C	339834	CCDC36	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9541	CIR1	79959	CEP76	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9547	CXCL14	56159	TEX11	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9550	ATP6V1G1	23641	LDOC1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9550	ATP6V1G1	90423	ATP6V1E2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9555	H2AFY	285141	ERICH2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9570	GOSR2	10228	STX6	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9570	GOSR2	147872	CCDC155	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9570	GOSR2	390535	GOLGA8EP	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9570	GOSR2	440321	FLJ32679	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9584	RBM39	10262	SF3B4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9584	RBM39	10284	SAP18	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9584	RBM39	22889	KIAA0907	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9584	RBM39	51329	ARL6IP4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9584	RBM39	54819	ZCCHC10	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9584	RBM39	54971	BANP	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9584	RBM39	55145	THAP1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9584	RBM39	55216	C11orf57	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9584	RBM39	55660	PRPF40A	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9584	RBM39	57594	HOMEZ	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9584	RBM39	158067	AK8	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9584	RBM39	221786	FAM200A	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9584	RBM39	285672	SREK1IP1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9584	RBM39	353323	KRTAP12-2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9584	RBM39	441212	RP9P	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9586	CREB5	10252	SPRY1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9586	CREB5	10253	SPRY2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9586	CREB5	11030	RBPMS	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9586	CREB5	23281	MTUS2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9586	CREB5	30008	EFEMP2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9586	CREB5	54507	ADAMTSL4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9586	CREB5	80705	TSGA10	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9586	CREB5	83755	KRTAP4-12	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9586	CREB5	83897	KRTAP3-2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9586	CREB5	83899	KRTAP9-2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9586	CREB5	85280	KRTAP9-4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9586	CREB5	85291	KRTAP4-2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9586	CREB5	85376	RIMBP3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9586	CREB5	125115	KRT40	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9586	CREB5	146664	MGAT5B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9586	CREB5	386675	KRTAP10-7	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9586	CREB5	386676	KRTAP10-9	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9586	CREB5	386677	KRTAP10-1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9586	CREB5	386678	KRTAP10-11	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9586	CREB5	386680	KRTAP10-5	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9586	CREB5	386681	KRTAP10-8	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9586	CREB5	386682	KRTAP10-3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9586	CREB5	388677	NOTCH2NL	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9586	CREB5	440023	KRTAP5-6	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9587	MAD2L1BP	51763	INPP5K	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9587	MAD2L1BP	57594	HOMEZ	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9589	WTAP	10320	IKZF1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9604	RNF14	51619	UBE2D4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9610	RIN1	10241	CALCOCO2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9610	RIN1	84445	LZTS2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9618	TRAF4	9618	TRAF4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9618	TRAF4	9722	NOS1AP	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9618	TRAF4	10573	MRPL28	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9618	TRAF4	11059	WWP1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9618	TRAF4	11060	WWP2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9618	TRAF4	22893	BAHD1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9618	TRAF4	23265	EXOC7	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9618	TRAF4	26003	GORASP2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9618	TRAF4	51256	TBC1D7	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9618	TRAF4	51477	ISYNA1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9618	TRAF4	51545	ZNF581	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9618	TRAF4	51729	WBP11	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9618	TRAF4	54784	ALKBH4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9618	TRAF4	54908	SPDL1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9618	TRAF4	54971	BANP	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9618	TRAF4	57594	HOMEZ	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9618	TRAF4	80028	FBXL18	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9618	TRAF4	125115	KRT40	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9618	TRAF4	164153	UBL4B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9618	TRAF4	255877	BCL6B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9618	TRAF4	284058	KANSL1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9618	TRAF4	339047	LOC339047	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9618	TRAF4	441362	REXO1L6P	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9630	GNA14	10126	DNAL4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9631	NUP155	10278	EFS	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9636	ISG15	11274	USP18	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9640	ZNF592	9747	FAM115A	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9643	MORF4L2	10318	TNIP1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9643	MORF4L2	10320	IKZF1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9643	MORF4L2	10687	PNMA2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9643	MORF4L2	23099	ZBTB43	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9643	MORF4L2	26249	KLHL3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9643	MORF4L2	51043	ZBTB7B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9643	MORF4L2	55145	THAP1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9643	MORF4L2	55165	CEP55	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9643	MORF4L2	55257	MRGBP	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9643	MORF4L2	65983	GRAMD3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9643	MORF4L2	65986	ZBTB10	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9643	MORF4L2	84445	LZTS2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9643	MORF4L2	84456	L3MBTL3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9643	MORF4L2	93621	MRFAP1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9643	MORF4L2	114932	MRFAP1L1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9643	MORF4L2	115265	DDIT4L	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9643	MORF4L2	171483	FAM9B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9643	MORF4L2	222389	BEND7	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9659	PDE4DIP	9724	UTP14C	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9659	PDE4DIP	9873	FCHSD2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9659	PDE4DIP	22919	MAPRE1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9659	PDE4DIP	23281	MTUS2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9659	PDE4DIP	24144	TFIP11	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9659	PDE4DIP	26121	PRPF31	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9659	PDE4DIP	51545	ZNF581	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9659	PDE4DIP	54927	CHCHD3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9659	PDE4DIP	54955	C1orf109	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9659	PDE4DIP	55195	C14orf105	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9659	PDE4DIP	55337	C19orf66	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9659	PDE4DIP	55697	VAC14	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9659	PDE4DIP	57409	MIF4GD	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9659	PDE4DIP	57639	CCDC146	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9659	PDE4DIP	63898	SH2D4A	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9659	PDE4DIP	64782	AEN	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9659	PDE4DIP	79005	SCNM1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9659	PDE4DIP	79038	ZFYVE21	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9659	PDE4DIP	79165	LENG1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9659	PDE4DIP	79797	ZNF408	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9659	PDE4DIP	84140	FAM161A	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9659	PDE4DIP	89953	KLC4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9659	PDE4DIP	115106	HAUS1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9659	PDE4DIP	147700	KLC3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
