TCGA-66-2766-01	1	1		1				1	1	1				1	1		1		1				1					1		1			1		1						1									1																1	1										1							1					1	1	1																				1																																	1									1																											1					1			1																											1						1		1																	1						1		1													1							1																	1																																											1						1								1												1		1								1		1														1			1				1														1										1			1								1										1															1	1			1		1	1		1																														1	1													
TCGA-22-5492-01	1	1		1								1						1									1	1		1			1		1						1									1																1																		1				1																							1																											1																										1																								1																1																	1			1																1			1						1												1																																										1																									1									1																											1																							1														1								1		1																																					1								1																																												
TCGA-18-3414-01	1	1		1								1							1									1		1			1		1						1									1																1																1		1																											1																									1																																																				1											1					1																	1																			1	1				1																1																												1						1																															1		1		1																																		1	1																						1						1								1										1																																													1																										1														1				
TCGA-21-5787-01	1	1		1								1																		1			1		1						1						1			1																1																		1											1														1		1																			1																																																			1							1													1																				1																																								1										1														1		1														1																											1																				1									1																														1					1					1				1										1																																													1																										1																		
TCGA-66-2756-01	1	1		1								1																		1			1		1						1									1																1													1					1												1															1																											1								1																																	1									1																1																	1								1							1												1													1														1																			1																									1							1		1																											1																							1									1														1										1						1																																							1				1																											1													
TCGA-22-1011-01	1	1		1									1											1						1			1	1	1						1									1														1		1														1				1																											1																																																													1																1	1																																1																																								1														1																																																			1		1																								1																																			1														1										1													1																																1																																1												
TCGA-60-2723-01	1	1		1														1					1							1			1		1						1									1		1			1											1																		1																			1		1			1			1		1																1									1																																																		1																																	1			1																					1																1																		1																																																	1		1																												1														1															1														1										1					1																																						1		1				1																																								
TCGA-85-6560-01	1	1		1															1					1			1			1			1		1						1									1																1																		1																									1		1		1																																																																	1										1																																	1		1																														1								1		1																								1								1										1														1									1																																																					1						1														1										1																																													1																																1												
TCGA-33-4532-01	1	1		1																			1								1		1																											1																								1							1																	1						1																														1																		1																																										1																									1						1										1																1																								1										1																																	1														1																1				1																														1									1																																														1									1				1																		1								1										1				
TCGA-60-2720-01	1	1		1																										1			1		1				1		1									1																1																		1																											1																																	1																	1																						1					1																																	1																								1																1								1																										1																								1									1																							1							1																													1					1									1										1						1																																							1																																												
TCGA-21-5784-01	1	1		1																										1			1		1						1									1																1																		1																									1		1																																																															1														1																																1	1																																								1																											1																																								1																													1																1														1														1										1																																													1																										1																		
TCGA-46-6025-01	1	1				1		1			1					1					1		1							1	1				1						1									1										1					1	1							1		1								1											1																	1			1																			1																				1						1											1																		1																										1							1		1					1								1															1	1									1																								1																										1																							1								1			1												1					1																						1			1																								1										1										1											1			1															1																																			1					
TCGA-51-4081-01	1	1					1																1							1					1				1		1									1																1														1																															1																								1																																															1						1																																	1																																								1																																		1		1																														1																																																											1	1																								1																																																	1																																								
TCGA-18-4083-01	1	1										1											1	1						1					1						1			1			1			1																1	1																																								1				1																	1																			1																		1								1												1			1															1						1												1																																								1														1																				1																																						1																					1																																	1																								1			1													1																		1			1			1			1											1																						1	1					1							
TCGA-63-5131-01	1	1																					1					1							1						1									1												1			1												1													1	1																				1																																	1																																												1																																	1																			1	1																				1				1																																																			1																																		1														1								1															1																								1																																				1																																							1														
TCGA-56-1622-01	1		1	1		1																	1										1																																																			1																																																1												1																																																																																																																																																																																								1																																					1															1																					1																																																							1																																												
TCGA-18-3421-01	1		1			1														1				1													1								1								1						1																	1									1									1														1	1																				1							1								1		1			1																																							1																1																																																																	1																										1												1												1						1	1																															1																																																																																																																																			1						1					1	
TCGA-66-2783-01	1		1			1																	1																																																												1																		1																																																																																							1												1																							1																																																																								1																																																																																																																														1														1																			1												1																																		
TCGA-22-4601-01	1		1				1	1															1																1																																		1																																																					1												1																																																											1																							1																																1														1																		1					1																					1							1		1																																																						1			1										1																																																				1			1																																																											
TCGA-66-2793-01	1		1									1										1		1				1																																	1																						1					1															1					1			1																																	1							1																																															1																																										1																																			1																				1	1											1																														1																											1																	1						1																		1	1																																		1																																														1		1												
TCGA-18-4086-01	1		1									1											1								1																																																																															1																																																																																																																																																																																																																															1																													1																																																																																																																																										
TCGA-66-2754-01	1		1									1																																																																																			1				1																																										1			1																																			1			1																																						1																																																																	1																																																									1																																																																1																				1																																		1																																								
TCGA-22-4607-01	1		1																	1																																																										1																																																																																																																											1																																																																																1																																																																																																																																1																		1													1																																																		1										
TCGA-22-4595-01	1		1																				1		1			1							1					1	1									1														1						1																													1												1																	1													1																											1																				1																																	1																	1		1	1																				1																																		1																	1																																																				1													1										1		1										1												1															1																																														1							1																		1			
TCGA-34-5240-01	1		1																				1		1																																																																																																																																																																																																																								1																																																																																									1																								1																																	1		1										1															1																																		1																																																	1			
TCGA-43-6143-01	1		1																				1			1										1																		1																				1								1									1																																												1									1							1																																																					1																																		1																											1				1							1																			1																						1																																																						1	1																														1					1																																	1							1				1						1			1																										1														
TCGA-39-5021-01	1		1																				1																																																																																																	1										1																																																																																																																																																																						1																																																																									1							1																																1																																																																																												
TCGA-66-2763-01	1		1																						1														1	1																								1						1																									1																																																																																																																																																		1																																												1																																1																									1															1	1																												1			1								1		1						1																																							1																																																					1			
TCGA-66-2758-01	1			1		1						1		1									1								1		1						1																																													1																																																																																																																								1																																																																																																											1																	1		1													1																														1																												1		1																			1																																		1																																												
TCGA-18-3417-01	1			1		1								1									1										1						1																		1				1											1												1												1																																																																			1																																																																				1								1																			1					1																																1																																	1																					1																				1				1							1		1																		1	1																																																							1																										1																		
TCGA-70-6723-01	1			1				1					1									1	1		1	1							1			1							1											1																			1							1		1		1																																										1																1																														1																																								1								1		1																																												1										1								1					1																					1																		1						1																																															1																		1		1	1					1																						1				1								1															1	1																																								1			
TCGA-66-2744-01	1			1									1				1																1	1	1															1											1																1			1				1					1	1																																																											1	1			1																			1																																											1						1																																								1																																																								1											1																																																																									1										1											1										1																						1		1											1																													1				
TCGA-22-1016-01	1			1																													1		1						1																											1																1		1												1														1								1			1																																																										1							1																																																																									1																																									1																										1							1		1																	1																													1				1														1				1												1								1																													1		1																																												
TCGA-22-5489-01	1					1	1					1							1																				1																																																																																									1																																																						1																1									1																														1																																																																		1																1																																																												1							1																																																																				1																																														
TCGA-39-5027-01	1					1		1				1											1																																																1																																	1																					1										1																1																																																					1																			1																																																																								1								1																															1																								1							1																								1																1																																																																																															
TCGA-60-2708-01	1					1		1																1														1																																																																																																																																																																																																								1																																					1																														1														1		1			1																																				1																				1																										1																																																																														1				1												1
TCGA-18-3415-01	1					1				1		1											1			1					1					1																		1															1				1									1												1																																1			1																																																																																			1								1																										1																				1										1								1					1																					1																																1																				1																																								1																																							1												1				1																																											
TCGA-33-4583-01	1					1				1									1														1																																																										1																																																					1											1																	1															1																																																											1																																		1																																1					1																			1	1																																							1													1																1												1					1																															1																																															
TCGA-18-3406-01	1					1						1				1																		1																																																																																																					1																		1																															1																																							1													1							1																																																																																																																																													1																																																																			1																							1										1																
TCGA-43-3920-01	1					1						1									1																																							1																							1															1														1																								1																																																																																										1													1												1	1																												1	1																						1			1																						1																	1																																															1																													1	1																																																																														
TCGA-34-2596-01	1					1						1											1																																																													1																											1																																																																																							1																																																																																																												1																												1																																																																																																																																																1																						
TCGA-22-4599-01	1					1						1																																																																																															1																																												1																							1																								1									1																	1														1																																																																																																																																			1																							1																																													1																							1																																								
TCGA-63-5128-01	1					1						1																																																																																																	1	1																																																																																																																																																					1				1									1																																																																																						1																1																								1																																													1							1																																1																		
TCGA-56-5897-01	1					1						1																																																																																																																														1																																																																																																																																																																														1																																																																																																																																																																										1																		
